keyword,betweenness_co,betweenness_vote_count,betweenness_vote_average,betweenness_revenue
painting,86.13333333333334,120.5,6576.833333333335,55.0
ex special forces,85.54444444444444,86.16666666666667,517.3869047619048,56.12500000000001
young woman,85.46111111111112,84.0,515.0,60.0
prophecy,85.37424242424241,36.5,1320.2142857142856,30.500000000000004
assassination attempt,85.24892473118281,119.1,1308.8237642158483,30.1
spirit,85.11666666666666,148.66666666666666,6216.7,73.33333333333333
culture clash,85.08333333333333,385.0,2402.3333333333335,118.5
jazz,84.80202020202019,332.0,11416.833333333334,49.5
basketball,84.46190476190478,25.0,1982.1666666666667,43.66666666666667
comedy of errors,84.14999999999999,1.0,287.5,47.5
desperate,83.77857142857142,166.83333333333334,13270.533333333324,69.83333333333333
strip club,83.73333333333333,15.0,988.3333333333335,34.5
alzheimer's disease,83.44999999999997,83.5,2446.333333333333,41.0
historical drama,83.03015873015873,21.166666666666668,3724.088095238095,52.33333333333333
vengeance,82.70238095238096,46.5,6096.083333333333,807.0
beautiful landscapes,82.66666666666669,6.0,575.0,42.0
maid,82.61746031746031,32.5,2548.4999999999995,52.5
painter,82.50238095238096,43.33333333333333,4964.500000000001,48.33333333333333
boxer,82.14484126984127,56.8,1308.8968253968262,48.33333333333333
co-workers relationship,82.08333333333333,42.0,594.6666666666667,34.0
addiction,81.74523809523811,95.16666666666667,1260.5166666666664,46.666666666666664
destiny,81.58333333333331,77.83333333333333,3853.8984654234628,97.0
scotland,81.50833333333334,3423.5,1098.8333333333335,48.5
disrespectful,81.43333333333334,113.83333333333336,2961.5000000000005,64.66666666666666
witchcraft,81.38333333333333,50.83333333333333,923.3333333333333,26.166666666666668
evacuation,81.35,218.5,1970.6666666666663,50.5
adoption,80.94999999999999,104.83333333333333,2858.5,51.83333333333333
treasure,80.775,44.04999999999999,1141.7368797868796,65.46666666666665
sheep,80.66666666666667,5571.5,620.6666666666666,50.0
unsociability,80.14283216783217,220.0,3146.26666666667,86.66666666666667
time,79.68730158730159,297.6666666666667,7482.1,58.08333333333333
suburb,79.59444444444445,28.58333333333333,1028.8333333333335,29.333333333333332
ritual,79.33333333333333,51.50000000000001,1510.3999999999999,70.0
greek mythology,79.25,16227.25,2770.0952380952376,70.5
poverty,79.19999999999999,13.0,2988.0,74.0
age difference,79.15,19.666666666666668,2226.933333333334,22.833333333333332
filmmaking,79.03333333333333,97.0,3644.0833333333335,47.25
alien planet,79.0,139.59999999999997,814.8666666666667,91.13333333333333
distressing,78.36666666666667,22.0,1477.5000000000002,10.166666666666666
usa history,78.36666666666667,164.4,802.8126373626374,111.0
employer employee relationship,77.94999999999999,170.0,2922.0,26.0
soldiers,77.86321044546851,334.1,1818.111859453943,98.36666666666667
the white house,77.31666666666668,372.5,950.4166666666665,69.0
new york state,77.0,0.0,246.0,47.0
heartbreak,76.77063492063492,3116.583333333334,18679.98809523809,1580.8333333333333
tree,76.33333333333333,31.5,904.6666666666666,62.5
prostitution,75.88373015873016,5079.2666666666655,5179.3,76.81666666666666
16th century,75.75952380952381,8.5,942.1,53.0
sardonic,75.67777777777778,122.30952380952384,1587.777380952381,63.83333333333333
space station,75.62777777777778,142.99999999999997,856.5909090909103,42.0
precocious child,75.2,24.0,237.0,67.0
disdainful,74.52420634920635,296.3833333333333,478.5719792462439,58.56666666666667
physical abuse,74.37619047619047,18.0,1297.0,58.0
relationship problems,74.0,19.0,2895.583333333334,28.0
ex-con,74.0,18.0,763.7833333333333,26.5
prom,73.90833333333333,27.166666666666668,154.3005952380952,49.95833333333333
imminent wedding,72.72777777777779,29.0,304.0,71.5
magician,72.24999999999999,55.0,3086.166666666667,52.5
psychologist,72.11666666666667,30.5,409.5,23.5
chef,71.66349206349207,11.333333333333334,1388.854761904762,47.43333333333334
childhood trauma,71.48333333333333,11.5,320.0,26.5
love affair,70.13373015873016,217.4,1458.7333333333333,93.7
mayor,70.06666666666665,38.666666666666664,506.16666666666663,50.33333333333333
mummy,70.00000000000001,62.83333333333332,72.5,66.5
memories,69.76666666666667,10.5,1123.666666666667,45.166666666666664
teenage protagonist,68.97738095238095,35.0,1556.1666666666667,36.5
wealth,68.78571428571428,34.0,1097.8333333333333,16.5
action comedy,68.75,63.5,3204.6666666666665,28.5
optimistic,68.73017676767677,223.93415775401073,5033.896871509949,40.9978354978355
criminal,68.52619047619046,19.333333333333336,2547.3000000000006,37.0
airport,68.36666666666666,47.0,932.6000000000003,78.0
unlikely friendship,68.21666666666667,195.0,9822.199999999999,34.333333333333336
vindictive,68.06666666666666,36.0,1737.6666666666665,22.0
sadist,68.04166666666667,34.25,1787.0,17.666666666666664
jesus christ,68.03333333333332,8.0,2089.5333333333338,28.0
news report,67.91666666666667,26.0,197.5,16.0
hypnosis,67.3,10438.166666666668,7787.762554112564,35.75
surreal,66.93333333333334,7.0,857.6166666666667,6.0
parenting,65.91666666666667,108.0,5550.962698412698,49.5
traumatized woman,65.83333333333333,39.23809523809523,295.23333333333323,16.000000000000004
expedition,65.5,241.5,8723.416666666668,46.5
undercover operation,64.99523809523811,98.4,556.2666666666668,40.166666666666664
alternative reality,64.91666666666666,158.0,3152.0,39.5
cocaine,64.73333333333333,8.0,883.0,16.5
diving,64.63228021978021,8.0,354.3999999999999,27.666666666666668
teenage crush,64.58333333333333,67.5,1093.1666666666665,21.5
crush,64.33333333333334,11.0,472.0,10.0
psychology,64.33333333333334,11.0,5033.5,31.0
secret service,64.23333333333332,43.66666666666667,234.5,71.16666666666666
casual,64.03333333333332,56.66666666666667,674.9166666666665,55.0
decadence,63.98568931068931,233.83333333333331,3833.8285714285716,17.0
mansion,63.949999999999996,74.0,8085.333333333334,38.5
nasa,63.6,6653.6666666666715,4955.749891774897,133.16666666666669
comedy,63.16666666666666,61.33333333333333,426.7,40.0
inventor,63.00000000000001,13.5,375.5,27.0
double cross,62.916666666666664,21.5,530.0,18.0
body-swap,62.833333333333336,110.5,4079.3333333333335,49.0
schizophrenia,62.78333333333333,19.0,1725.2500000000002,33.0
lesbian relationship,62.74285714285715,8.416666666666666,2433.7190476190485,19.916666666666668
magic realism,62.74285714285713,256.5,4549.583333333334,40.0
female villain,62.46666666666667,130.5,7033.849999999998,69.0
monkey,62.35,52.333333333333336,1674.75,45.0
pornography,62.14999999999999,26.25,333.68809523809523,39.416666666666664
national basketball association (nba),62.12619047619043,0.0,14.0,87.0
calm,62.06190476190474,5.0,9623.683333333338,5.5
madness,62.042857142857144,185.0,7571.578571428571,39.833333333333336
based on short film,62.04285714285714,28.5,3435.4000000000005,5.0
coup d'etat,61.99166666666667,11.0,501.83333333333337,25.5
teacher student relationship,61.78333333333334,41.0,4477.999999999999,26.5
stranded,61.416666666666664,18.5,1125.0,35.0
motel,61.24285714285713,79.55,5122.711904761906,6.333333333333334
sister-in-law,61.133333333333255,0.0,2.0,4.0
dementia,61.01666666666667,108.5,2368.0,30.0
loss of virginity,60.53333333333333,28.666666666666664,909.6666666666667,15.333333333333332
the conjuring universe,60.49999999999999,2965.0,160.56666666666666,99.66666666666667
dreary,60.166666666666664,192.33333333333331,7728.266666666671,37.5
prison escape,60.11666666666667,4443.25,1484.7500000000002,97.0
therapist,59.75000000000001,60.5,1979.5,38.5
recluse,59.699999999999996,40.0,965.0,24.0
gothic horror,59.61666666666667,27.5,384.25000000000006,50.75
skeleton,59.41666666666666,685.5,5159.166666666667,60.0
sandstorm,59.33333333333332,5413.666666666665,6912.166666666668,22.333333333333336
teenage daughter,59.11666666666667,5202.0,397.5,38.0
one-night stand,58.76666666666667,32.0,223.91666666666666,72.25
pastor,58.67619047619047,0.0,4793.5,12.5
pregnant woman,58.62619047619048,0.5,234.25,9.75
self-discovery,58.4,74.0,5614.833333333333,27.0
cabin,58.36666666666667,49.0,672.5,8.5
classroom,58.0,34.5,562.5,39.0
sin,57.66666666666668,59.5,5384.013636363636,37.33333333333333
drug smuggling,57.583333333333336,80.0,539.8666666666667,50.666666666666664
abusive husband,57.58333333333333,11.0,777.0,30.0
detached,57.500793650793646,0.0,262.5333333333333,0.0
hatred,57.166666666666664,129.5,3105.5,11.5
rapper,56.916666666666664,39.0,385.1375000000001,61.0
older man younger woman relationship,56.72023809523809,37.2,806.4833333333332,56.599999999999994
con man,56.669047619047625,236.83333333333337,8870.961904761907,48.666666666666664
philosophy,56.41666666666667,1371.1666666666665,8499.60497835498,13.0
futuristic,56.24285714285713,52.16666666666666,943.1666666666665,34.666666666666664
dracula,56.083333333333336,4948.5,97.66666666666666,74.0
ghoulish,56.06904761904762,50.0,3028.041666666668,28.75
iceland,55.99999999999999,113.0,686.0,76.0
slacker,55.916666666666664,5538.5,2591.4999999999995,469.0
kids,55.86666666666666,166.5,7018.833333333334,242.5
biological weapon,55.68333333333332,60.5,206.1833333333333,41.0
politician,55.61666666666667,45.0,1432.8333333333333,56.0
myth,55.49999999999999,8.0,291.7857142857143,32.0
nihilism,55.35000000000001,77.89999999999999,936.5666666666666,22.700000000000003
civil rights,55.33333333333333,0.0,641.1666666666665,1.0
paranormal,55.23333333333334,11.5,1827.0000000000002,31.0
couple,54.999999999999986,4.0,857.2500000000001,11.0
rain,54.25,22.5,2699.750000000001,13.0
con artist,54.019047619047626,3230.166666666667,19185.359523809526,86.33333333333334
social satire,53.86666666666667,54.833333333333336,343.16666666666663,15.0
abduction,53.83333333333333,53.49999999999999,517.1666666666665,12.0
criminal underworld,53.592857142857135,20.0,1067.642857142857,33.0
underground fighting,53.56666666666664,15.0,284.0,17.0
mind control,53.416666666666664,5.5,859.1666666666665,26.0
dreamer,53.30952380952381,39.0,1096.0,45.0
thanksgiving,53.199999999999996,8.0,313.8333333333333,16.0
apologetic,53.16771094402672,98.45263157894736,4343.6912280701745,71.21929824561403
flying,52.81581196581196,182.39285714285714,9928.646883527803,44.49999999999999
wilderness,52.78333333333332,151.56666666666666,3905.342857142858,9.0
bunker,52.666666666666664,65.0,679.5,24.0
modest,52.63809523809524,33.54761904761905,1003.3966727716727,18.988095238095237
dwarf,52.363271858860095,4829.58773310023,1169.7731723111654,86.66615467865469
cross dressing,52.02777777777778,46.5,850.5,56.0
pot smoking,52.0,0.0,247.0,5.0
breaking the fourth wall,51.916666666666664,316.0,5367.0,58.0
misogyny,51.61666666666667,14.0,2023.3333333333335,19.5
court case,51.449999999999996,16.0,294.1666666666667,53.0
public speaking,51.358333333333334,6.0,344.0,17.0
overweight man,51.28333333333334,40.5,374.5,46.0
hell,51.166666666666664,4.0,335.28571428571433,14.5
dictator,51.11666666666666,44.0,1014.0,35.0
imprisonment,51.06666666666667,101.3333333333333,2649.027597402596,37.0
police detective,50.949999999999996,4027.6666666666665,1007.1666666666667,67.83333333333333
photography,50.7952380952381,41.66666666666667,3777.466666666666,16.833333333333336
solidarity,50.65169083762537,1.4248710010319918,541.1635406459885,6.424871001031992
booby trap,50.58333333333333,43.0,599.0,12.0
shotgun,50.5,19.0,1738.0000000000002,21.0
space adventure,50.36666666666667,254.25,4025.714285714269,25.0
family business,50.333333333333336,15.0,184.5,32.0
delusion,50.31666666666667,5472.5,3039.3333333333335,59.0
exotic island,50.24285714285714,167.00000000000006,988.583333333333,61.833333333333336
georgia,50.2,74.0,3931.5833333333326,53.666666666666664
girlfriend,49.99999999999999,18.5,311.5,45.0
social media,49.76666666666667,35.58333333333333,1428.25,13.416666666666666
dancer,49.66666666666667,59.0,392.0,43.0
bartender,49.666666666666664,13.0,734.0,15.5
childhood,49.66666666666666,0.0,2186.25,11.0
music documentary,49.24999999999999,1.0,413.1666666666667,14.5
sister's wedding,49.24999999999999,15.0,455.00000000000006,24.0
grieving,49.16666666666667,62.23809523809522,749.4000000000001,36.0
brisk,49.108333333333334,57.166666666666664,2379.1666666666665,23.0
nostalgia,49.06666666666667,38.5,1442.466666666667,28.0
double life,48.91666666666666,5.0,1938.999999999999,9.0
2010s,48.860353535353525,17.666666666666664,1952.0523809523818,24.999999999999996
obesity,48.74999999999998,104.5,174.5,26.5
empowerment,48.650000000000006,24.050000000000004,1637.4666666666674,30.0
reunion,48.61666666666666,0.0,901.1666666666666,8.0
u.s. senator,48.266666666666666,21.0,222.66666666666666,37.0
rifle,48.23333333333333,5.0,607.5,1.0
single woman,48.16666666666667,4.0,90.0,16.0
train station,48.150000000000006,21.0,609.166666666667,35.0
mutation,48.116666666666674,57.333333333333336,700.0833333333335,37.333333333333336
netherlands,48.08333333333333,30.833333333333336,1228.0,19.0
killer robot,48.05757575757577,27.5,554.1936507936508,44.166666666666664
new year's eve,48.04285714285714,63.5,1600.552380952381,48.0
true love,47.983333333333334,14.5,4970.083333333333,25.5
difficult childhood,47.95,5.5,1357.5,0.0
courtroom drama,47.766666666666666,32.333333333333336,653.7,37.5
ex-lover,47.70238095238094,58.99999999999999,528.5,49.99999999999999
disturbed,46.806349206349196,357.80000000000007,6926.762148962156,19.166666666666668
public humiliation,46.78333333333333,77.0,1935.800595238095,46.125
legend,46.68333333333333,95.0,371.0,45.0
mean spirited,46.67619047619046,130.83333333333334,818.9583333333334,50.35
hometown,46.666666666666664,11.0,150.0,33.0
bloody,46.609523809523814,29.999999999999996,695.5,11.666666666666666
marriage proposal,46.592857142857135,46.0,796.0,43.0
interview,46.43333333333333,8.0,2629.666666666667,5.0
condom,46.33333333333333,0.0,135.0,9.0
fast food restaurant,46.08333333333332,2.0,78.0,21.0
chance meeting,45.909523809523805,6.5,234.66666666666669,26.0
spring break,45.86111111111111,61.0,127.0,52.0
accident,45.78333333333333,20.166666666666668,1387.0,16.833333333333332
doll,45.724242424242426,612.0,2450.8936507936505,27.5
abusive father,45.650000000000006,10.0,6079.650000000001,15.5
river,45.333333333333336,97.5,2265.5,24.0
wonder,45.30517676767677,36.90082442067736,1046.076229345385,39.97045454545454
elevator,45.28333333333333,15.33333333333333,96.3333333333333,19.666666666666668
time loop,44.916666666666664,90.5,3749.0000000000005,26.5
mutant,44.75,1328.833333333333,1185.6999999999998,22.5
poetry,44.70882352941176,0.0,539.6666666666666,5.333333333333333
violent death,44.66709956709957,36.5,491.43571428571425,17.833333333333332
based on cartoon,44.5,11.0,261.8333333333333,36.0
alone,44.45,5513.833333333334,1381.1666666666667,3625.333333333334
loyalty,44.40952380952381,6.5,3976.1666666666665,5.0
ambition,44.2,133.0,1636.0,31.0
penguin,44.166666666666664,318.66666666666663,86.07142857142857,37.666666666666664
moon,44.08333333333333,101.0,2787.833333333334,20.0
uber,44.0,33.0,211.0,33.0
junkie,43.78333333333333,35.99999999999999,997.4166666666662,27.0
slave,43.699999999999996,4.5,143.0,15.0
government,43.67424242424242,45.0,5817.533333333335,33.5
van,43.650000000000006,43.91666666666666,672.75,31.916666666666668
disease,43.35,11.936274509803923,415.58574929971985,15.352941176470589
police investigation,43.333333333333336,2.0,273.5,10.0
evil doll,43.316378066378064,12.0,63.97698412698412,30.166666666666664
muslim,43.10952380952381,29.0,1733.5,19.5
spider,43.02619047619048,19.566666666666666,879.8690476190476,11.033333333333331
homophobia,42.846825396825395,147.08333333333331,2054.519047619049,186.3333333333334
rural setting,42.83333333333333,4.0,438.0,9.0
bondage,42.78333333333333,19.0,676.5,6.0
skateboarding,42.5,28.0,719.6666666666667,22.0
ring,42.4132718588601,697.6210664335664,2736.4148389778325,21.199488011988016
boat,42.36666666666667,15.0,1212.0,10.5
ghetto,42.33333333333333,71.0,5243.057738095237,100.0
torture porn,42.252380952380946,25.952380952380953,33.14761904761904,26.333333333333336
debt,42.202380952380956,4.0,1315.0,23.0
generation z,42.183333333333344,16.166666666666668,3006.120634920635,24.166666666666664
killing,42.11666666666666,10.5,783.1666666666667,16.5
outlaw,42.0,5.833333333333333,334.33333333333337,2.0
cop,41.833333333333336,27.5,1237.8333333333335,12.5
on the road,41.79166666666667,22489.0,5444.5,46.5
iraq war veteran,41.78571428571429,8.0,338.5,14.0
animal human friendship,41.78502417095871,40.424871001031995,897.8302073126556,39.424871001031995
beauty standards,41.766666666666666,41.0,265.9166666666667,49.75
prejudice,41.68333333333334,42.0,5531.533333333333,51.0
suspicion,41.65,17.5,763.5,24.5
brothers,41.49999999999999,29.5,336.0,37.0
u.s. marine,41.300000000000004,45.33333333333333,483.0,56.49999999999999
sexism,41.25,64.0,5486.666666666667,39.83333333333333
revisionist history,41.2,149.39999999999998,279.47930402930405,45.0
sexual awakening,41.18333333333333,22.333333333333336,909.4999999999999,18.0
legal thriller,41.13333333333334,2.5,395.8666666666666,13.333333333333332
hurricane,41.083333333333336,78.0,4183.166666666666,29.0
voyeurism,41.083333333333336,40.0,1284.9000000000003,2.0
hand to hand combat,40.95238095238095,178.33333333333334,1579.088095238095,28.500000000000004
roommates,40.949999999999996,24.0,692.5,22.5
orangutan,40.80401073994528,158.88699221315318,210.5850748737145,55.8869922131532
female empowerment,40.733333333333334,59.21666666666667,3030.7999999999997,39.0
mossad,40.642857142857146,17.0,155.0,25.0
humiliation,40.483333333333334,2.0,514.3333333333333,2.0
mischievous,40.466666666666676,129.66666666666669,947.0,25.0
cross country,40.33333333333333,12.0,179.5,41.5
drowning,40.31666666666668,9.5,346.6666666666667,30.0
clown,40.15277777777778,3303.5,2864.6988095238103,22.5
asteroid,40.11666666666667,57.0,311.83333333333326,30.33333333333333
boy genius,39.91666666666667,9.0,3030.1666666666665,18.0
celebration,39.88571428571428,6.5,265.0,15.0
lockdown,39.86666666666667,49.0,607.1666666666666,11.0
tank,39.77222222222222,25.0,810.5,27.0
loner,39.71666666666667,37.5,739.8333333333334,13.166666666666666
stepfather,39.583333333333336,6.0,402.0,27.0
masturbation,39.53333333333334,38.833333333333336,3871.8333333333335,4.0
fighter,39.53333333333333,26.0,687.0,25.5
hiking,39.4,3.5,185.91666666666666,39.666666666666664
secret love,39.36666666666667,62.666666666666664,4980.109992784991,45.166666666666664
cheating husband,39.08769841269841,23.900000000000002,257.6499999999999,45.199999999999996
courtroom,39.0,75.0,902.5333333333334,39.5
fascism,38.95000000000001,17.0,2588.5,10.0
undercover cop,38.91666666666667,21.0,1813.5333333333333,28.333333333333336
pakistan,38.87023809523809,8.5,323.83333333333337,50.5
reporter,38.83333333333333,394.0,856.5000000000001,27.0
chocolate,38.78333333333333,22.0,882.5,6.999999999999999
family secrets,38.53333333333333,4.0,1415.2,16.5
stuntman,38.5,43.5,972.0,21.0
late coming of age,38.5,0.0,48.0,0.0
telekinesis,38.31666666666667,4.5,130.33333333333331,14.0
shanghai,38.292857142857144,8.0,1939.1738095238138,6.0
satanic cult,38.25,92.66666666666666,595.8333333333334,30.333333333333332
greed,38.166666666666664,57.666666666666664,1390.5000000000007,24.5
heiress,38.154761904761905,46.13333333333334,222.60000000000005,30.733333333333334
extreme sports,38.15,19.0,123.0,37.0
twin brother,38.03333333333333,24.5,631.75,14.0
veterinarian,37.833333333333336,37.0,254.0,44.0
primate,37.72067740661195,2.886992213153204,79.5850748737145,21.88699221315321
aging,37.4,22.5,556.0,18.0
surgery,37.23333333333333,9.5,154.45,22.0
class,37.18333333333334,99.0,3460.5,31.0
demeaning,36.93816738816739,10.333333333333332,277.58333333333326,30.166666666666668
vexed,36.904761904761905,14.714285714285715,777.6966727716728,22.071428571428566
u.s. secret service agent,36.833333333333336,15.5,213.83333333333331,33.5
transporter,36.76150793650793,34.8,960.2301587301595,32.33333333333333
architect,36.36666666666666,106.00000000000001,713.8333333333333,42.83333333333333
angel,36.16111111111111,17.5,315.91666666666663,16.0
family holiday,36.15,13.0,263.0,23.0
american,35.849999999999994,4.0,239.8333333333333,5.0
hard,35.666666666666664,41.666666666666664,1750.2420634920632,38.666666666666664
action,35.583333333333336,18.5,1475.0101010101012,61.0
ohio,35.51666666666666,37.0,1005.5,20.0
sense of guilt,35.49999999999999,8.0,500.16666666666663,3.0
wall street,35.488095238095234,72.16666666666666,2091.2333333333327,9.0
disguise,35.46783216783217,22.6,329.797619047619,36.800000000000004
derogatory,35.38055555555556,5598.776190476189,1702.9047619047626,51.20952380952381
foot chase,35.29523809523809,39.91666666666667,374.9356060606061,36.916666666666664
android horror,35.19090909090909,14.25,571.326984126984,25.083333333333332
minnesota,35.083333333333336,43.0,291.40000000000003,34.0
cousin,35.0,0.0,378.0,15.0
catholicism,34.81666666666667,64.08333333333334,591.4999999999999,41.66666666666667
forceful,34.754761904761914,8.5,1263.5333333333335,19.5
laboratory,34.75,214.5,1222.5,8.25
17th century,34.74999999999999,7.0,438.5,12.0
heart attack,34.66666666666667,38.0,473.0,29.0
birthday party,34.56666666666666,278.0000000000001,12482.583333333327,13.333333333333332
boys' love (bl),34.49801587301587,1.833333333333333,2096.736904761904,1.0
christmas eve,34.41666666666667,3.0,463.1666666666667,56.166666666666664
shapeshifting,34.349999999999994,11.0,4427.583333333337,20.5
ex-boyfriend ex-girlfriend relationship,34.34285714285714,1.5,390.25,12.25
hope,34.31666666666667,36.5,976.8333333333333,34.5
ape,34.298455184389724,7.886992213153205,289.02555106419067,5.8869922131532055
former best friend,34.29166666666667,8.0,201.3005952380952,25.125
blizzard,34.15,5333.5,4063.935044830585,33.5
sorcerer,34.11666666666667,22.83333333333334,2181.3333333333335,26.16666666666666
hallucinogenic drug,34.03333333333333,33.0,230.5,13.5
suffering,34.026587301587305,35.400000000000006,636.0500000000001,18.53333333333333
apartment building,33.88333333333333,7.0,182.5,20.0
homelessness,33.866666666666674,10.0,303.8333333333333,10.0
cautionary tale,33.86666666666667,10.5,770.3809523809525,5.5
brainwashing,33.66666666666667,15.0,1296.4999999999998,0.0
self-harm,33.604761904761915,35.03333333333333,782.6119047619047,34.93333333333333
monk,33.56666666666666,16.0,331.5,23.0
apple,33.5,0.0,69.0,1.0
cannibalism,33.5,12.0,1134.0,0.0
rebel,33.5,197.5,1883.0,46.0
bourgeoisie,33.41666666666667,1.5,116.0,2.0
caribbean sea,33.416666666666664,83.66666666666666,439.1666666666674,29.0
urban setting,33.416666666666664,16.5,304.5,20.5
vietnam war,33.31666666666666,4.0,473.16666666666674,17.666666666666664
brazil,33.291341991341994,5556.0,399.5,4.5
toxic masculinity,33.28333333333334,9.333333333333332,433.5000000000001,9.166666666666666
disgusted,33.25,42.499999999999986,244.76666666666665,12.0
sexual predator,33.17305194805195,11.57142857142857,235.8809523809524,8.571428571428571
orderly,33.08333333333333,147.5,688.1666666666667,25.0
maya civilization,33.08333333333333,99.0,628.0,32.0
manhunt,32.88333333333333,21.5,311.25,22.0
drunkenness,32.79166666666667,16.166666666666664,847.4999999999998,26.0
safe,32.75,2.5,154.74999999999997,21.0
afghanistan war (2001-2021),32.699999999999996,4.5,216.0,22.0
mustache,32.61666666666667,0.0,78.5,20.5
uncle nephew relationship,32.53333333333333,33.0,5533.333333333334,26.5
orgy,32.41666666666667,17.0,321.0,16.0
high school teacher,32.28333333333333,3.0,315.66666666666663,6.999999999999999
approving,32.25058640190219,0.6954887218045113,875.925475099413,8.99548872180451
comet,32.1,59.8,6375.616666666668,20.0
false memory,32.08333333333333,4.0,197.0,9.0
concert film,32.00000000000001,5.0,137.5,25.5
celebrity interview,32.0,0.0,224.0,0.0
gun death,31.999999999999996,4.0,343.25000000000006,16.5
archer,31.9,277.5,166.5,253.0
safecracker,31.81666666666667,14.5,287.75,20.0
hunted,31.8,31.0,361.59999999999997,36.0
nerd,31.750000000000004,29.5,343.0,27.0
toy comes to life,31.666666666666668,11080.416666666668,91.4166666666667,33.333333333333336
swordplay,31.650000000000002,37.06666666666667,798.8,21.9
fistfight,31.583333333333332,4.285714285714286,944.8214285714286,18.666666666666664
aristocrat,31.538095238095238,57.800000000000004,1611.6000000000001,36.4
murder investigation,31.52857142857143,48.333333333333336,444.2833333333333,18.366666666666667
storm,31.500000000000007,15.5,979.5,1.0
super villain,31.383333333333333,53.533333333333324,5916.216666666668,33.766666666666666
regret,31.30952380952381,88.25,4021.7619047619055,15.0
trapped in a house,31.25,34.5,137.33333333333334,33.5
abandonment,31.25,32.0,256.0,14.0
devil,31.217857142857145,30.33333333333333,189.99999999999994,29.0
stalking,31.16666666666667,58.0,447.5,0.0
satan,31.166666666666664,7.0,295.5,8.0
barbershop,31.083333333333336,0.0,60.0,15.0
coping mechanisms,31.058333333333334,0.0,122.0,7.0
pseudo-documentary,31.0,10.5,306.5,71.5
wife,31.0,3.5,585.5,2.0
superhero team,30.950000000000003,32.166666666666664,8888.116017316022,18.766666666666666
war veteran,30.93333333333333,122.5,1647.2833333333333,36.0
surfing,30.873015873015873,16.0,122.66666666666667,29.5
nanny,30.616666666666667,1.0,382.0,14.0
brother sister incest,30.57619047619048,20.999999999999996,2400.0154761904787,8.0
understated,30.554761904761904,34.900000000000006,747.9261904761904,17.566666666666663
self sacrifice,30.53333333333333,55.5,2655.4166666666665,21.0
beauty salon,30.492857142857144,0.0,32.2,26.0
moral dilemma,30.333333333333332,62.83333333333333,2186.083333333333,22.0
corporate lawyer,30.309523809523814,14.0,141.0,34.0
resistance,30.28333333333333,53.86666666666666,6491.319047619051,18.0
sleepover,30.25,6.0,134.5,7.0
historical figure,30.11666666666667,24.0,600.5,12.0
caregiver,30.035714285714285,15.0,1168.0,24.0
predator turns victim,30.009523809523813,16.0,264.56666666666666,15.0
quarantine,29.950000000000006,23.0,427.33333333333337,18.333333333333332
zealous,29.91547619047619,4.0,679.9060308972076,23.11666666666667
pop music,29.899999999999995,5569.333333333333,619.6666666666666,50.5
plastic surgery,29.866666666666667,35.0,175.0,34.0
ecstasy,29.833333333333336,11.0,300.0,8.0
thunderstorm,29.833333333333332,35.5,662.0,26.0
ladykiller,29.783333333333335,34.0,263.0,42.0
sexual violence,29.78333333333333,4.0,349.0,5.0
switzerland,29.7,0.0,113.0,0.0
crash landing,29.666666666666668,31.0,143.0,36.0
stoner,29.650000000000002,2.0,215.54999999999995,13.2
dumb blonde,29.616666666666664,14.333333333333334,180.33333333333337,40.00000000000001
violence in schools,29.600000000000005,10.0,624.952380952381,14.666666666666668
telepathy,29.533333333333335,43.0,493.83333333333337,24.0
rags to riches,29.45,29.5,1451.8666666666668,23.0
alternate dimension,29.41666666666667,15.0,1894.3333333333335,13.0
hallucinogen,29.333333333333332,5560.0,1595.0,7.0
stripper,29.333333333333332,20.0,160.5,22.0
ex-cop,29.166666666666668,11.5,234.49999999999997,25.5
teenage love,29.166666666666668,36.49999999999999,537.8333333333334,19.5
japanese army,29.15000000000001,13.0,223.5,28.0
middle class,29.0,0.0,2450.6666666666665,4.0
self-destruction,28.926190476190477,46.0,2602.1357142857137,4.333333333333333
brothel,28.9,45.0,1349.0833333333333,31.25
cyborg,28.9,42.91666666666667,792.3666666666669,21.75
lovers,28.842857142857145,27.5,878.4999999999998,15.0
patriotism,28.833333333333332,34.5,2058.833333333333,12.0
blind,28.766666666666683,16.0,799.5,25.0
baltimore,28.749999999999996,15.333333333333332,135.66666666666669,26.0
incarceration,28.711879786879788,8.5,367.595238095238,7.333333333333333
father figure,28.7,16.5,944.5000000000001,16.0
dubious,28.68015873015873,7.25,172.0,11.0
rich man,28.66666666666667,10.0,94.0,24.0
key,28.533333333333335,149.0,2544.5590741559786,14.0
chosen one,28.516666666666666,9842.772727272724,2292.7543373293374,29.066666666666666
heroism,28.500000000000004,5529.0,2571.0,26.0
virginia,28.500000000000004,49.5,921.0,12.0
house,28.5,6.0,189.5,24.5
tour,28.5,4.0,178.0,22.0
fictional war,28.485714285714288,31.999999999999996,582.1666666666667,31.999999999999996
ambush,28.45,62.33333333333333,758.3333333333333,21.5
norse mythology,28.433333333333337,734.4333333333333,299.51666666666665,12.783333333333331
horrified,28.392857142857142,55.5,1248.904761904762,15.833333333333332
age-gap relationship,28.333333333333336,3.5,351.16666666666663,16.5
bureaucracy,28.333333333333332,0.0,423.0,3.0
diner,28.333333333333332,0.0,194.0,13.0
aids,28.31666666666667,9.833333333333334,2933.75,12.833333333333332
