keyword,2000_2004,2005_2009,2010_2014,2015_2019,2020_2024,mean_rank_slope
afterlife,1343,584,1162,502,821,112.60000000000021
hdd,1530,1662,1576,1010,1293,112.60000000000012
ghoulish,1530,195,1447,973,579,112.40000000000005
afghanistan,1530,1496,1576,847,1293,112.3000000000002
political activist,1530,1662,1576,1391,1104,112.30000000000014
portrait of an artist,1530,1662,1576,1391,1104,112.30000000000014
ventriloquist's dummy,1530,1662,1576,1016,1293,112.00000000000028
horror for children,1530,1662,1576,1016,1293,112.00000000000028
singing competition,1530,1662,1576,1019,1293,111.70000000000006
national intelligence service (nis),1530,1662,1576,1020,1293,111.60000000000029
based on cartoon,1307,1662,1574,1218,971,111.6000000000002
solitude,1530,1662,1576,1391,1108,111.50000000000026
audio cassette,1530,1662,1576,1391,1108,111.50000000000026
beauty of life,1530,1662,1576,1391,1108,111.50000000000026
routine,1530,1662,1576,1391,1108,111.50000000000026
mystical quest,1530,1662,1576,1391,1108,111.50000000000026
human nature,1530,1662,1576,1391,1108,111.50000000000026
uncle niece relationship,1530,1662,1576,1391,1108,111.50000000000026
firefighting,1530,1662,1576,1022,1293,111.40000000000013
nazi occupation,1530,1662,1576,1025,1293,111.10000000000018
sculptor,1530,1662,1576,1026,1293,111.0000000000004
courtroom drama,1530,861,774,1391,712,110.60000000000007
supernatural,564,102,254,28,48,110.60000000000005
underage drinking,1530,1662,1576,1034,1293,110.19999999999996
terrorist attack,1530,1662,1576,1035,1293,110.10000000000025
gaming,1530,1662,1576,1036,1293,110.00000000000017
space battle,1530,1662,1576,1038,1293,109.8000000000003
chinese mythology,1530,1662,1576,1391,1117,109.70000000000016
family dog,1530,1662,1576,1039,1293,109.70000000000007
social satire,1530,1154,1576,1391,864,109.50000000000024
social media influencer,1530,1662,1576,1391,1118,109.50000000000024
zoologist,1530,1662,1576,1042,1293,109.40000000000018
first date,1530,1662,646,1044,1293,109.20000000000024
hunger,1530,1662,1576,1046,1293,109.00000000000023
recluse,1530,1662,1576,1047,1293,108.90000000000013
mount everest,1530,1662,1576,1049,1293,108.70000000000029
eiffel tower,1530,1662,1576,1050,1293,108.60000000000016
architect,1530,443,1576,1229,594,108.60000000000005
human experiment,1530,1662,1576,1391,1123,108.50000000000024
drone,1530,1662,1267,1051,1293,108.5000000000001
amazon rainforest,1530,1662,1576,1052,1293,108.40000000000008
animal kingdom,1530,1662,1576,1053,1293,108.3
role playing game,1530,1662,1576,1391,1125,108.10000000000015
forgiveness,944,515,1576,690,316,108.10000000000007
based on graphic novel,1530,325,336,1045,630,108.00000000000011
ice hockey,1530,1500,1576,896,1293,107.80000000000015
accountant,1530,1662,1576,1059,1293,107.70000000000016
spiritism,1206,1662,1576,1391,803,107.70000000000003
creature feature,1530,1662,1576,1326,1160,107.60000000000029
crematorium,1530,1662,1576,1060,1293,107.60000000000018
father daughter relationship,108,948,138,20,34,107.60000000000004
feral child,1530,1662,1576,1061,1293,107.50000000000014
theme park,1530,1662,1576,1063,1293,107.30000000000008
taliban,1530,1662,1576,1064,1293,107.2000000000004
slasher,785,611,870,882,114,107.09999999999998
mecha,1256,966,1576,877,766,106.90000000000018
evil spirits,1530,1662,1576,1391,1131,106.90000000000008
provocative,736,144,175,177,185,106.90000000000005
sorcerer,1530,1662,760,1068,1293,106.80000000000015
panda,1530,1662,1576,1391,1133,106.50000000000004
new hampshire,1530,1662,1576,1077,1293,105.90000000000009
cop,1530,475,605,948,764,105.90000000000008
fox,1530,1662,1576,1391,1137,105.70000000000006
empathetic,377,427,58,62,31,105.70000000000002
wyoming,1530,1302,1576,720,1293,105.60000000000024
christian propaganda,1530,1662,1576,1391,1138,105.50000000000011
flooding,1530,1662,1576,1391,1139,105.30000000000024
african american,1530,1662,1576,1085,1293,105.10000000000026
dracula,1286,1662,1576,1301,941,105.1000000000001
underground fighting,1530,1662,1576,1086,1293,105.0000000000001
dignified,1530,176,1576,223,982,104.90000000000015
rich man,1530,1662,1576,1088,1293,104.80000000000014
hacking,1530,1662,544,1089,1293,104.70000000000029
roman catholic church,1530,1662,953,1090,1293,104.60000000000024
santa claus,861,1611,923,1224,532,104.50000000000017
alien friendship,1530,1662,1576,1092,1293,104.40000000000008
ukraine,1530,1662,1576,1093,1293,104.29999999999995
poland,1530,1662,1576,1391,1144,104.29999999999991
religious film,1530,1662,1576,1391,1145,104.10000000000018
finland,1530,1662,1576,1243,1219,104.10000000000001
police officer killed,1530,1662,1576,1097,1293,103.90000000000019
mind control,1050,1662,831,983,871,103.70000000000022
lyrical,769,1662,638,1391,386,103.70000000000005
lost child,1530,1662,1576,1100,1293,103.60000000000028
sultan,1530,1662,1576,1102,1293,103.4000000000003
psychology,895,1465,1576,1391,415,103.40000000000019
arthouse,1530,1662,1576,1391,1149,103.30000000000027
magical object,1530,1630,1576,1071,1293,103.30000000000018
football (soccer) fan,1530,1662,1576,1391,1150,103.10000000000008
naples,1530,1662,1576,1391,1150,103.10000000000008
trapped in a game,1530,1662,1576,1106,1293,103.00000000000023
summer vacation,1530,1662,1094,1107,1293,102.9000000000002
affectation,520,219,29,21,105,102.80000000000007
comforting,195,755,44,37,40,102.8
blind woman,1530,1662,1576,1109,1293,102.70000000000013
legal drama,1530,1662,1576,1110,1293,102.6000000000002
genetic engineering,1530,1662,1576,1112,1293,102.40000000000025
one-night stand,1530,1419,1036,872,1293,102.10000000000026
proxy battle,1530,1662,1576,1115,1293,102.10000000000016
concert film,1530,1662,1572,1391,1156,101.90000000000013
pandemic,1530,1662,1441,1117,1293,101.90000000000013
17th century,1530,1662,1319,1119,1293,101.70000000000009
corpse,1362,174,1576,1130,376,101.60000000000011
girls' school,1530,1476,1576,1391,1065,101.50000000000018
attempted murder,1530,1466,1576,1391,1060,101.50000000000011
apartment building,1530,1662,1576,1391,1161,100.90000000000028
cosmic,1530,1662,1576,1127,1293,100.90000000000015
environmental disaster,1530,1662,1576,1131,1293,100.5000000000002
video surveillance,1530,1662,1576,1391,1163,100.5000000000001
gay artist,1530,1662,1576,1132,1293,100.40000000000002
late coming of age,1530,1662,1576,1391,1164,100.30000000000017
music documentary,1530,1662,1576,1391,1165,100.10000000000024
acapella,1530,1662,1576,1138,1293,99.8000000000001
heist gone wrong,1530,1662,1576,1391,1167,99.7000000000003
partying,1530,1662,1479,1140,1293,99.60000000000022
camera,1530,1662,1576,1143,1293,99.30000000000025
paranormal phenomena,1530,1447,1576,928,1293,99.30000000000021
remote island,1530,1662,1576,1391,1169,99.30000000000011
real time,1530,1662,1576,1144,1293,99.20000000000013
long lost love,1530,1662,1576,1147,1293,98.90000000000013
female bully,1530,1662,1576,1391,1172,98.70000000000007
detroit,1530,722,1096,210,1293,98.60000000000018
knights of the round table,1530,1662,1576,1391,1173,98.50000000000006
king arthur,1530,1662,1576,1391,1173,98.50000000000006
janitor,1462,1662,1576,1391,1106,98.30000000000008
orlando florida,1530,1662,1576,1153,1293,98.29999999999998
adventurer,1053,1163,218,949,669,98.20000000000005
bank teller,1530,1662,1576,1391,1175,98.10000000000022
sex shop,1530,1662,1576,1156,1293,98.00000000000011
lockdown,1530,1662,1576,1391,1176,97.90000000000018
korean chinese,1530,1662,1576,1157,1293,97.89999999999999
cocaína,1530,1662,1576,1391,1177,97.70000000000016
familiar,969,155,36,424,346,97.7000000000001
beauty queen,1530,1662,1576,1160,1293,97.6000000000003
teen witch,1530,1662,1576,1391,1178,97.50000000000017
evil child,1530,939,411,1391,817,97.40000000000009
director,1530,1662,1576,1162,1293,97.40000000000005
catastrophe,1530,1662,1576,1163,1293,97.30000000000028
gadget,1530,1662,1576,1391,1179,97.30000000000007
south korea,206,1026,304,132,167,97.20000000000013
girls' boarding school,1530,1476,1576,980,1293,97.00000000000014
purge,1530,1662,1038,1166,1293,97.00000000000011
mountains,1530,1662,1576,1391,1181,96.90000000000022
traumatic childhood,1530,1662,1576,1391,1182,96.7000000000002
paranormal investigation,1530,1662,1576,1169,1293,96.70000000000005
homeschooling,1530,1662,1576,1391,1183,96.50000000000018
monster island,1530,1662,1576,1171,1293,96.50000000000007
curious,817,167,463,546,148,95.90000000000012
evil spirit,1530,1662,1402,1178,1293,95.80000000000014
teenage girl,470,236,298,84,67,95.8
mocking,1530,1662,1576,1179,1293,95.7000000000001
informant,1530,1662,1576,1180,1293,95.6000000000001
religion,639,135,364,101,178,95.60000000000007
skilled fighter,1530,1662,1576,1391,1189,95.30000000000011
rural,1530,1662,1576,1184,1293,95.20000000000007
shaman,1530,1662,1576,1391,1190,95.10000000000002
married with children,1530,1662,1576,1187,1293,94.90000000000019
alternate universe,1530,1662,1576,1190,1293,94.6000000000002
pope,1530,1662,1576,1391,1194,94.30000000000041
captive,1530,1662,1576,1194,1293,94.20000000000002
depressing,348,719,207,131,172,94.00000000000006
journalism,1416,372,469,1015,625,93.90000000000019
nordic mythology,1530,1662,1576,1391,1196,93.90000000000005
explorer,1530,1662,1576,1198,1293,93.80000000000015
new year's eve,1530,881,990,1391,806,93.80000000000013
beach,562,568,944,139,308,93.70000000000009
no man's land,1530,1662,1576,1201,1293,93.5000000000001
sympathetic,410,280,59,65,50,93.50000000000007
broken family,1530,1662,1576,1391,1199,93.30000000000027
alien language,1530,1662,1576,1204,1293,93.20000000000016
holiday horror,1530,1380,1576,923,1293,93.10000000000016
richard nixon,1530,1662,1576,1206,1293,93.00000000000021
boxing,613,1155,1576,457,497,93.0000000000001
bridge,1530,1662,532,1391,1201,92.90000000000025
gambling,979,1566,1175,913,841,92.9000000000002
second part,1530,1662,1576,1391,1202,92.70000000000029
orgy,1520,1662,1576,1191,1293,92.50000000000001
docufiction,1530,1662,1576,1391,1204,92.3000000000002
fighting,900,1018,896,300,798,92.20000000000009
genetic experiment,1530,1662,1576,1215,1293,92.1000000000002
summer camp,1530,1662,1576,1391,1205,92.1000000000002
capitalism,1530,403,1068,1391,576,92.00000000000006
dea agent,1530,1662,1360,1219,1293,91.70000000000017
police station,1530,1662,1576,1391,1207,91.70000000000006
film director,1530,1662,1576,1220,1293,91.60000000000039
money laundering,1530,1662,1576,1221,1293,91.50000000000011
eaten by animal,1530,1662,1576,1222,1293,91.40000000000016
elevator,1530,1662,947,1223,1293,91.30000000000007
man woman relationship,1439,1662,1576,1391,1119,91.10000000000034
meth lab,1530,1662,1457,1391,1210,91.10000000000005
truth or dare,1530,1662,1576,1226,1293,91.00000000000023
elemental powers,1530,1662,1576,1230,1293,90.60000000000005
human animal relationship,1530,700,1576,916,969,90.60000000000004
body-swap,1177,1662,1576,525,1293,90.50000000000027
domestic violence,1227,1662,1576,1391,910,90.50000000000011
big family,1530,1218,1576,788,1293,90.40000000000036
ex-boyfriend,1530,1247,1394,817,1293,90.40000000000015
family business,1530,1662,1576,1232,1293,90.39999999999999
lying,1458,1576,648,1004,1293,90.20000000000005
scientific experiment,1530,1662,1576,1236,1293,90.00000000000009
wizardry,1530,1662,1576,1391,1216,89.90000000000029
platonic love,1530,1662,1576,1391,1216,89.90000000000029
male friendship,208,1064,291,233,174,89.90000000000012
trapped in space,1530,1662,1576,1240,1293,89.60000000000016
gang of thieves,1530,1662,1576,1391,1218,89.50000000000036
female fighter,1530,1662,1576,1391,1220,89.10000000000018
cinema on cinema,1530,1662,1576,1246,1293,89.00000000000033
elephant,1466,1610,1576,1066,1293,89.00000000000026
wicked woman,1530,1662,1576,1247,1293,88.90000000000016
1860s,1530,1662,1576,1391,1221,88.90000000000016
philadelphia,864,369,508,183,513,88.8000000000001
alien creature,1530,1662,1576,1391,1224,88.30000000000028
wistful,498,1662,155,1391,192,88.29999999999994
festival,1530,1662,1576,1256,1293,88.00000000000009
great white shark,1530,1662,1576,1257,1293,87.90000000000006
sister's wedding,1530,1662,992,1391,1227,87.70000000000024
letter,1530,126,707,1391,459,87.70000000000002
mummy,1530,1662,1576,1261,1293,87.50000000000033
hijacking,1530,1662,1576,1391,1228,87.50000000000006
airplane hijacking,1530,1662,1576,1391,1228,87.50000000000006
star crossed lovers,1530,1003,1576,604,1293,87.30000000000021
georgia,1530,1662,664,1264,1293,87.20000000000009
shark attack,1530,1654,1576,1257,1293,87.10000000000015
swiss alps,1530,1662,1576,1391,1230,87.10000000000012
storytelling,1530,1662,1576,1266,1293,87.00000000000027
egotistical,1530,899,1576,1079,1005,87.0000000000001
relationships,1530,1662,1576,1391,1231,86.90000000000019
interpersonal relationships,1530,1662,1576,1391,1231,86.90000000000019
complicated relationships,1530,1662,1576,1391,1231,86.90000000000019
troubled relationships,1530,1662,1576,1391,1231,86.90000000000019
handicap,1530,1662,1576,1391,1231,86.90000000000019
valencia,1530,1662,1576,1268,1293,86.80000000000014
dead mother,1530,1662,1576,1269,1293,86.70000000000012
christmas lights,1530,1662,1576,1270,1293,86.60000000000025
pattern,1530,1662,1576,1271,1293,86.50000000000016
witty,340,488,50,117,93,86.50000000000006
immigration,1317,1662,1576,1391,1021,86.30000000000018
surfing,1530,1662,1576,1273,1293,86.3000000000001
religious fundamentalism,1530,831,1576,1391,819,86.20000000000012
blind man,1530,1662,1576,1274,1293,86.20000000000009
barcelona,1530,1662,1576,1276,1293,86.00000000000011
eccentric family,1530,1662,1576,1391,1236,85.90000000000029
hairstylist,1530,1662,1576,1391,1236,85.90000000000029
military veteran,1530,1662,1576,1391,1236,85.90000000000029
italian immigrant,1530,1662,1576,1391,1236,85.90000000000029
country club,1530,1662,1576,1391,1236,85.90000000000029
hotelier,1530,1662,1576,1391,1236,85.90000000000029
ocean,1089,967,1576,866,710,85.90000000000015
rabbit,1530,1662,1576,1277,1293,85.90000000000008
archer,1530,1662,1021,1278,1293,85.80000000000008
robot,357,603,109,248,106,85.70000000000003
family issues,1530,1662,1576,1279,1293,85.70000000000003
crime,1530,1662,1576,1280,1293,85.60000000000011
based on fairy tale,1530,1662,309,1283,1293,85.30000000000005
grim reaper,1530,1662,1576,1284,1293,85.20000000000027
cemetery,1530,1458,1576,1081,1293,85.10000000000034
old friends,1530,1662,1576,1286,1293,85.00000000000006
snowman,1530,1662,1576,1288,1293,84.80000000000014
documentary,1530,1662,1576,1290,1293,84.6000000000002
fortress,1530,1662,1576,1292,1293,84.40000000000012
ancient india,1530,1662,1576,1293,1293,84.30000000000032
fictional government agency,1245,1662,919,724,1293,84.20000000000022
war criminal,1530,1662,1576,1294,1293,84.20000000000009
female soldier,1530,1662,1576,1296,1293,84.00000000000004
independence movement,1530,1662,1576,1298,1293,83.80000000000001
retelling,1530,1662,1576,1299,1293,83.70000000000032
behind enemy lines,1530,1662,1576,1391,1247,83.70000000000009
death of a salesman,1530,1662,1576,1300,1293,83.60000000000012
criminal mastermind,1530,689,1576,328,1293,83.50000000000023
food,1530,1004,1252,1391,919,83.50000000000018
bank heist,1530,1662,1576,1391,1248,83.50000000000014
based on manga,165,649,278,70,37,83.50000000000007
drinking,1530,1434,826,1073,1293,83.50000000000003
1st century,1530,1662,1576,1302,1293,83.40000000000016
jesus christ,1530,1662,1576,1302,1293,83.40000000000016
planet mars,1334,1662,1576,911,1293,83.3000000000002
singer-songwriter,1530,1662,1576,1391,1249,83.29999999999997
palace intrigue,1530,1662,1576,1306,1293,83.00000000000023
viral video,1530,1662,1576,1391,1251,82.90000000000019
blind date,1530,1662,1576,1309,1293,82.70000000000013
insidious,1530,1662,1330,1310,1293,82.60000000000021
secrets,1530,1472,1211,1120,1293,82.60000000000018
nude swimming,1530,1662,977,1391,1253,82.5000000000002
mini cooper,1530,1662,1576,1311,1293,82.5000000000001
uber,1530,1662,1576,1391,1253,82.49999999999993
craigslist,1530,1662,1576,1391,1253,82.49999999999993
older woman seduces younger guy,1530,1662,1576,1391,1253,82.49999999999993
socially awkward,1530,1662,1576,1391,1253,82.49999999999993
bankruptcy,1530,1662,1576,1391,1253,82.49999999999993
graduation party,1530,1662,1576,1391,1253,82.49999999999993
helicopter parenting,1530,1662,1576,1391,1253,82.49999999999993
animal shelter,1530,1662,1576,1391,1253,82.49999999999993
fear of commitment,1530,1662,1576,1313,1293,82.30000000000005
disfigured face,514,1662,1576,1391,238,82.29999999999994
arthurian mythology,1530,1662,1576,1316,1293,82.00000000000016
gas station,1530,1252,1576,1391,1051,81.90000000000025
invisible person,1530,1662,1576,1317,1293,81.90000000000012
trench warfare,1530,1662,1576,1320,1293,81.60000000000021
trenches,1530,1662,1576,1320,1293,81.60000000000021
sarcasm,1530,1088,1023,746,1293,81.60000000000008
giant animal,1530,1662,1576,1322,1293,81.4000000000001
childhood home,1530,1662,1576,1328,1293,80.80000000000001
get together,1530,1662,1576,1329,1293,80.70000000000027
jump scare,1530,1662,1576,1330,1293,80.6
religious propaganda,1530,1662,1576,1391,1263,80.50000000000023
sports documentary,1530,1662,1576,1391,1264,80.30000000000013
baseball player,1530,1662,1576,1391,1264,80.30000000000013
teenage crush,1500,697,1576,810,1042,80.30000000000011
european refugee crisis,1530,1662,1576,1334,1293,80.20000000000023
wilderness,1530,565,1042,238,1293,80.10000000000022
drug rehabilitation,1530,1662,1576,1335,1293,80.10000000000018
1950s,315,629,253,168,145,80.10000000000004
spring break,1530,1662,1372,1336,1293,80.0000000000001
u.s. navy,1491,1662,1576,1259,1293,79.90000000000029
earnest,560,137,80,201,129,79.80000000000004
screenlife,1530,1662,1576,1391,1267,79.69999999999995
threesome,1530,1662,1576,1341,1293,79.50000000000021
europe,1530,440,879,119,1293,79.50000000000017
noah's ark,1530,1662,1576,1391,1268,79.50000000000014
fireplace,1530,1662,1576,1342,1293,79.40000000000009
asia,1530,1662,716,1391,1269,79.30000000000032
korean resistance,1530,1662,1576,1344,1293,79.20000000000006
children's story,1530,1662,1576,1391,1270,79.10000000000012
college friends,1530,1662,1576,1346,1293,79.00000000000016
korea,1530,1662,1576,1347,1293,78.89999999999998
heiress,1447,1662,1576,1183,1293,78.70000000000027
passed over for promotion,1530,1662,1576,1349,1293,78.70000000000003
origin of hero,1530,1662,1576,1391,1272,78.69999999999992
gi joe,1530,1662,1576,1391,1272,78.69999999999992
virus,1530,385,192,389,1135,78.60000000000012
15th century,1530,1662,1554,1351,1293,78.50000000000026
corporate lawyer,1530,1662,1576,1352,1293,78.40000000000022
mother daughter relationship,318,352,260,159,23,78.3
lost treasure,1530,1662,1576,1391,1274,78.29999999999998
egyptian mythology,1530,1662,1576,1356,1293,78.00000000000007
guardian,1530,1662,1576,1358,1293,77.80000000000017
grocery store,1530,1662,959,1359,1293,77.70000000000007
vigilante,695,398,238,458,277,77.60000000000011
compassionate,272,376,66,40,52,77.60000000000002
cave,1530,812,1025,1391,853,77.5000000000002
anti-bullying,1530,1662,1576,1391,1278,77.50000000000009
female teacher,1530,1662,1576,1391,1278,77.50000000000009
childhood,585,1662,1576,1391,333,77.50000000000007
truck,1530,1662,1576,1361,1293,77.50000000000003
evil doll,1530,1662,1516,1362,1293,77.40000000000009
finance,1530,1662,1576,1363,1293,77.30000000000013
juvenile delinquent,983,1662,1576,1391,732,77.30000000000011
stork,1530,1662,1576,1364,1293,77.20000000000007
south korean,1530,1662,1576,1391,1280,77.10000000000032
moon landing,1530,1662,1576,1365,1293,77.10000000000025
architecture,1530,1662,1576,1366,1293,77.00000000000018
audacious,452,51,100,151,17,77.00000000000004
chaebol,1530,1662,1576,1367,1293,76.90000000000028
mastiff,1530,1662,1576,1391,1281,76.9000000000002
iran,1530,1662,1406,1369,1293,76.70000000000026
alchemy,1530,1662,1302,1370,1293,76.60000000000002
shakespeare in modern dress,1530,1662,1576,1391,1283,76.50000000000007
possessed doll,1530,1662,1576,1372,1293,76.4000000000002
family holiday,1530,308,1576,1391,607,76.30000000000022
apologetic,1530,445,712,156,1293,76.3000000000001
skateboarding,1530,348,1576,1391,627,76.3000000000001
u.s. navy seal,1530,1662,356,1374,1293,76.20000000000002
break in,1530,1662,1576,1375,1293,76.10000000000015
facebook,1530,1662,1576,1376,1293,76.00000000000016
musketeer,1530,1662,1576,1391,1286,75.89999999999992
three musketeers,1530,1662,1576,1391,1286,75.89999999999992
1620s,1530,1662,1576,1391,1286,75.89999999999992
7th century,1530,1662,1576,1378,1293,75.80000000000024
tang dynasty,1530,1662,1576,1378,1293,75.80000000000024
b movie,1530,1662,1576,1380,1293,75.60000000000015
former lovers,1530,1662,1576,1381,1293,75.50000000000007
awestruck,515,33,20,16,146,75.50000000000006
social class,1530,1662,692,1382,1293,75.40000000000003
joseon dynasty (1392–1910),1530,1662,1393,1391,1289,75.30000000000021
based on tv series,647,132,612,288,193,75.20000000000005
korean war (1950-53),1530,1662,1325,1391,1290,75.10000000000028
exploitation,1530,709,537,1391,814,75.00000000000011
soviet politics,1530,1662,1576,1387,1293,74.90000000000018
korean army,1530,1662,1576,1391,1292,74.70000000000026
ex soldier,1530,378,837,1391,650,74.70000000000019
cinepanettone,1530,1662,1576,1390,1293,74.60000000000032
mustache,1530,1662,1565,1391,1293,74.50000000000041
werewolf child,1530,1662,976,1391,1293,74.5000000000004
missed opportunity,1530,1662,609,1391,1293,74.50000000000036
sexual obsession,1530,1662,1417,1391,1293,74.50000000000036
adult child friendship,1530,1662,975,1391,1293,74.50000000000034
wildlife,1530,1662,1217,1391,1293,74.50000000000034
neighbor neighbor relationship,1530,1662,1476,1391,1293,74.50000000000034
sexual humor,1530,1662,1260,1391,1293,74.50000000000033
schoolmates,1530,1662,1145,1391,1293,74.50000000000033
divorced father,1530,1662,591,1391,1293,74.50000000000031
chinese emperor,1530,1662,1551,1391,1293,74.5000000000003
shield,1530,1662,1043,1391,1293,74.5000000000003
magic trick,1530,1662,1303,1391,1293,74.5000000000003
sex therapy,1530,1662,1286,1391,1293,74.5000000000003
sea turtle,1530,1662,1357,1391,1293,74.5000000000003
temptation,1530,1662,1419,1391,1293,74.5000000000003
courthouse,1530,1662,1285,1391,1293,74.5000000000003
biblical epic,1530,1662,1507,1391,1293,74.50000000000028
cia agent,1530,1662,871,1391,1293,74.50000000000028
water park,1530,1662,1140,1391,1293,74.50000000000028
sculpture,1530,1662,755,1391,1293,74.50000000000028
machete,1530,1662,1069,1391,1293,74.50000000000028
unplanned pregnancy,1530,1662,893,1391,1293,74.50000000000027
stay-at-home mom,1530,1662,1490,1391,1293,74.50000000000027
wedding dress,1530,1662,1109,1391,1293,74.50000000000027
u.s. marshal,1530,1662,563,1391,1293,74.50000000000027
poetic documentary,1530,1662,1573,1391,1293,74.50000000000027
stolen identity,1530,1662,1524,1391,1293,74.50000000000027
eastern europe,1530,1662,1156,1391,1293,74.50000000000027
senator,1530,1662,1356,1391,1293,74.50000000000027
economics,1530,1662,1425,1391,1293,74.50000000000027
awkwardness,1530,1662,862,1391,1293,74.50000000000027
environmental activist,1530,1662,1395,1391,1293,74.50000000000027
sexual pleasure,1530,1662,786,1391,1293,74.50000000000026
old west,1530,1662,738,1391,1293,74.50000000000026
organ trafficking,1530,1662,406,1391,1293,74.50000000000026
graduation,1530,1662,767,1391,1293,74.50000000000024
primate,1530,1662,414,1391,1293,74.50000000000024
violence against animals,1530,1662,414,1391,1293,74.50000000000024
seville,1530,1662,1387,1391,1293,74.50000000000024
mesozoic,1530,1662,1575,1391,1293,74.50000000000024
old testament,1530,1662,1508,1391,1293,74.50000000000024
contagion,1530,1662,414,1391,1293,74.50000000000024
bomber,1530,1662,997,1391,1293,74.50000000000023
dangerous mission,1530,1662,933,1391,1293,74.50000000000023
king of england,1530,1662,805,1391,1293,74.50000000000023
law school,1530,1662,748,1391,1293,74.50000000000023
storm at sea,1530,1662,1231,1391,1293,74.50000000000023
sniper rifle,1530,1662,1184,1391,1293,74.50000000000023
combat photography,1530,1662,1295,1391,1293,74.50000000000023
abused child,1530,1662,855,1391,1293,74.50000000000023
young daughter,1530,1662,1478,1391,1293,74.50000000000023
monarchy,1530,1662,478,1391,1293,74.50000000000023
washington,1530,1662,614,1391,1293,74.50000000000023
mine,1530,1662,623,1391,1293,74.50000000000023
military operation,1530,1662,1161,1391,1293,74.50000000000023
mysterious force,1530,1662,853,1391,1293,74.50000000000023
high octane,1530,1662,1238,1391,1293,74.50000000000023
lethal virus,1530,1662,1365,1391,1293,74.50000000000023
easter bunny,1530,1662,1095,1391,1293,74.50000000000023
beach house,1530,1662,811,1391,1293,74.50000000000023
seattle,1530,1662,614,1391,1293,74.50000000000023
syringe,1530,1662,1309,1391,1293,74.50000000000023
dublin,1530,1662,1222,1391,1293,74.50000000000023
arrow,1530,1662,1270,1391,1293,74.50000000000023
melbourne,1530,1662,1376,1391,1293,74.50000000000023
hostile takeover,1530,1662,1438,1391,1293,74.50000000000023
short compilation,1530,1662,1547,1391,1293,74.50000000000023
foster child,1530,1662,1089,1391,1293,74.50000000000023
pet,1530,1662,1436,1391,1293,74.50000000000023
mariachi,1530,1662,1517,1391,1293,74.50000000000023
old house,1530,1662,1348,1391,1293,74.50000000000023
blindness,1530,1662,741,1391,1293,74.50000000000023
preacher,1530,1662,1177,1391,1293,74.50000000000023
little red riding hood,1530,1662,1391,1391,1293,74.50000000000023
bow and arrow,1530,1662,288,1391,1293,74.50000000000023
aristocracy,1530,1662,1269,1391,1293,74.50000000000023
safe house,1530,1662,1343,1391,1293,74.50000000000023
car fire,1530,1662,675,1391,1293,74.50000000000023
2070s,1530,1662,1409,1391,1293,74.50000000000023
campfire,1530,1662,1420,1391,1293,74.50000000000021
masked man,1530,1662,1028,1391,1293,74.50000000000021
banishment,1530,1662,1354,1391,1293,74.50000000000021
stage performance,1530,1662,590,1391,1293,74.50000000000021
artificial insemination,1530,1662,1405,1391,1293,74.50000000000021
female agent,1530,1662,834,1391,1293,74.50000000000021
failing marriage,1530,1662,780,1391,1293,74.50000000000021
attraction,1530,1662,1088,1391,1293,74.50000000000021
hallucinogen,1530,1662,1487,1391,1293,74.50000000000021
trapped in an elevator,1530,1662,1528,1391,1293,74.50000000000021
air,1530,1662,1297,1391,1293,74.50000000000021
shogun,1530,1662,1370,1391,1293,74.50000000000021
balance,1530,1662,1158,1391,1293,74.50000000000021
trailer,1530,1662,1346,1391,1293,74.50000000000021
domineering,1530,1662,1032,1391,1293,74.50000000000021
crime scene,1530,1662,329,1391,1293,74.50000000000021
rebellious youth,1530,1662,1359,1391,1293,74.50000000000021
french cuisine,1530,1662,1533,1391,1293,74.50000000000021
super strength,1530,1662,1165,1391,1293,74.50000000000021
runaway train,1530,1662,857,1391,1293,74.50000000000021
parole,1530,1662,606,1391,1293,74.50000000000021
discovery,1530,1662,1281,1391,1293,74.50000000000021
f word,1530,1662,830,1391,1293,74.5000000000002
pregnant wife,1530,1662,1312,1391,1293,74.5000000000002
code of honor,1530,1662,1240,1391,1293,74.5000000000002
mutiny,1530,1662,1178,1391,1293,74.5000000000002
prime minister,1530,1662,955,1391,1293,74.5000000000002
alien infection,1530,1662,1559,1391,1293,74.5000000000002
concubine,1530,1662,1554,1391,1293,74.5000000000002
versailles,1530,1662,810,1391,1293,74.5000000000002
serial rapist,1530,1662,1373,1391,1293,74.5000000000002
survival competition,1530,1662,553,1391,1293,74.5000000000002
north korea,1530,1662,900,1391,1293,74.5000000000002
ohio,1530,1662,1266,1391,1293,74.5000000000002
hanging,1530,1662,1180,1391,1293,74.5000000000002
husband,1530,1662,1092,1391,1293,74.5000000000002
harakiri,1530,1662,1240,1391,1293,74.5000000000002
cape town,1530,1662,1493,1391,1293,74.5000000000002
sandstorm,1530,1662,991,1391,1293,74.5000000000002
ex military,1530,1662,986,1391,1293,74.5000000000002
execution,1530,1662,231,1391,1293,74.5000000000002
defense attorney,1530,1662,840,1391,1293,74.5000000000002
mississippi river,1530,1662,503,1391,1293,74.5000000000002
jantar,1530,1662,1307,1391,1293,74.5000000000002
deceit,1530,1662,1505,1391,1293,74.5000000000002
eunuch,1530,1662,1554,1391,1293,74.5000000000002
ronin,1530,1662,1006,1391,1293,74.5000000000002
