keyword,closeness_co,closeness_vote_count,closeness_vote_average,closeness_revenue
sexuality,1.08894952737323,2046.8120675526163,3.5398777827343535,17.74658306659856
travel,1.0888829677573937,2551.127587639852,3.697377934542188,19.224510714123117
slavery,1.0887613969581404,2632.7210700240207,3.6857289618944202,19.707963630872378
older man younger woman relationship,1.088756725059445,2236.4056419105327,3.45392308497082,19.278196634331028
based on cartoon,1.0884431278781723,1988.7417422505036,3.1906002329431793,19.632012254141998
bitter,1.088166829673307,2560.9587654157826,3.7650202298514763,19.470696415193093
alternative reality,1.0878604076120741,2579.8565162539226,3.6255092091238175,19.51113492944913
harsh,1.087411905921942,2432.5756187593274,3.624938041043448,19.447045804895858
emperor,1.0873923105029109,2568.4490442739843,3.624452406612625,19.38714267725864
zoo,1.0873660305229944,2539.0916005728204,3.4057388731408955,20.033498780925886
president,1.087344151341172,2519.6551434942435,3.477860726864023,19.514714563600922
2030s,1.0872920424321084,2609.7584159963253,3.53021305698334,19.824297987539737
parenting,1.0871596120236817,2552.2191374501094,3.6932728248995916,19.584513125514576
samurai sword,1.0870417078816943,2461.2031849927957,3.3689702869517726,19.15792626420939
sea,1.0870200629918954,2379.6531041500198,3.539891900221965,19.88590015835424
hypnosis,1.0869279357928987,2578.136078148966,3.578057726854971,19.28009672738934
underground world,1.0869179616728288,2551.220719000902,2.9799156018045765,19.671523172731057
singer,1.0869064216329227,2466.1373249437383,3.6597555111443922,19.5857586755521
las vegas,1.0868881661188792,2491.627869043595,3.5939678911125283,19.130425041940004
blackmail,1.0868794452444004,2284.2390801096876,3.6889656147510985,19.350080538937807
evolution,1.0868732291476944,2484.8110163250562,3.3051302957850712,19.545453590168897
forgiveness,1.0867794390484582,2367.389228432081,3.6482666140038003,18.65019764311942
corporation,1.0864975683978846,2320.4416406612563,3.2262256897600405,18.71917179027936
taunting,1.0864243434805523,2534.464306477037,3.590115486972467,19.48519585886351
race against time,1.0863914855781165,2653.299195809479,3.7636123339275303,19.4547981322006
human subjugation,1.0863890032996029,2581.9816677359404,3.108113688821146,19.855861186028857
sexual predator,1.0862383182012219,2268.288608148596,3.2839668454951267,19.219062870495893
artist,1.085807480182009,2405.775179090978,3.569710475429514,18.43299415748279
repayment,1.085573241928846,2263.1707775006435,3.318640894508222,18.06287790207379
secret,1.0855535564677274,2418.965486642387,3.6129286820163142,19.00130403073827
fish,1.0854650212824803,2590.9636813693705,3.3901754176041288,19.993341246602743
ogre,1.0853641098503293,2628.200604340436,3.3501344899964107,20.080010630890328
class differences,1.0852388401036868,2463.8318333103357,3.5885225599959614,19.373105101793072
immigrant,1.0852187295438114,2278.9543625861093,3.673508277981084,19.08246820466828
madagascar,1.08518152925292,2538.6896802976757,3.018159719738543,20.008214715441675
museum,1.0851175015080219,2277.8509547417107,3.3741561366838475,18.903298250000837
kids,1.085069445735917,2562.3223352697873,3.618510183874061,20.005581249466662
the white house,1.0850104178297686,2469.819136924565,3.4525549515341383,18.777453405771805
villain arrested,1.0849200448259575,2650.394714837851,3.5534567485429394,20.034434668439005
social media,1.084830773785469,2459.8967436384596,3.577104807292936,19.54261893849642
hippopotamus,1.0848262823026897,2607.0658151088783,3.288216182487815,20.06696991730558
hunter,1.0848119543301267,2090.7020275769546,3.1756766248574815,19.54950532333647
lemur,1.0847103883735514,2525.91836508202,3.1631863625881937,19.999097736319754
computer animation,1.0844702659371126,2121.203853757553,3.361598224499302,19.78661016066783
reunion,1.0843843336489813,1491.33022546259,3.365704473933575,18.761394468672325
mischievous,1.0842359098678367,2581.4655637547817,3.6530886003378336,19.720709554287684
nypd,1.0841817474554745,2407.0336306620297,3.1798558176787632,19.483278478071686
new york subway,1.08386738024876,2105.7664717194407,2.930179372000685,18.808494267291618
fashion,1.0838254129114344,2602.4397727231653,3.486252322970007,19.624952336810093
harlem,1.0838214084605144,1687.9659006192553,3.0807066211250334,19.03697421169707
callous,1.083807006958684,2536.18443073142,3.7778183044636737,19.169064285348632
fashion designer,1.0837805831679777,2239.039129715642,3.3869471103931965,19.585865309319054
drug trafficking,1.0834567252295821,2375.4715121776435,3.668804561573097,19.17328373418957
agent,1.0828401968905168,2464.3781945888145,3.3734027018935473,19.532195749775394
alternate version,1.0801567774783014,2358.1381823016854,3.372418138449508,18.72812472695622
based on visual novel,1.0799993599771744,609.345504659759,2.9627929253774083,18.725224785295048
human android relationship,1.07977730508211,2453.6835878330353,3.31616426841976,19.07622252106312
android horror,1.0790694373687262,2269.6690493588185,3.400176715651281,18.99196026997591
ominous,1.0785212028967943,2443.8438193821166,3.7398839094227676,19.3442323943463
intelligence,1.078387588614519,2579.537222650139,3.5559416391841796,19.21109964788524
seville,1.0778681541358122,1920.5656039643209,2.769855164359043,18.792645558060013
adventurer,1.0778358576621943,2616.694019166215,3.63050921805412,18.607777133859553
airplane,1.0769743680739035,2636.3417164318294,3.771202343191843,19.42450259457782
evangelical christianity,1.0766796089719497,999.0807346768919,3.1990426254689663,18.42558567181681
vrmmo,1.07599337814901,2413.977259867421,3.350743684999769,18.635487665940186
superhuman,1.0756565462405832,2641.729917367949,3.178908078867464,19.838708789805025
adoption,1.0753564451167246,2240.088842911173,3.590677910900003,19.143463530119952
hope,1.0752641431493215,2451.7729495877834,3.571385981757195,19.064838524482614
superhero teamup,1.0748802526526702,2667.722115849284,3.3201644182150294,20.022097011493397
british secret service,1.0748008554895496,2579.0702509663197,3.302719142882018,19.793934851937706
female empowerment,1.0747631599251748,2505.5512836144208,3.58554339230187,18.877805307612665
basketball,1.0747504208317642,2159.7755840441355,3.495134043852384,18.939325417779497
taisho period,1.0746026346666302,1953.9175381385328,3.4234058401702385,19.105477330287066
double agent,1.0742967777913615,2501.3033213958784,3.383049469620701,19.53330125015448
manhunt,1.0732915869019897,2291.8611017816056,3.4234021658343847,18.92554602209111
loss of virginity,1.0730785018232647,2387.316079658167,3.4775726494968717,18.07880640265385
masked vigilante,1.0730061718956503,2629.41722370864,3.4600233066523285,19.543000835442875
fear,1.071075224715014,2595.505735189527,3.7140441183406643,19.544778253971547
growing up,1.071071439224401,1585.891637483389,3.4711007602591284,17.309508681636487
russian spy,1.070828628136508,2457.950071826958,3.23144846337989,18.995396353105054
priest,1.0704610948034257,2238.601208620457,3.5658813806880016,19.43443242020846
based on short story,1.0701690134815085,2511.216597491058,3.7643830722377927,18.99795256150136
love at first sight,1.0700789833024205,2250.2585878201076,3.551598370484859,18.97893266446738
anger,1.0700370837706032,2572.0180803421463,3.6882770295544396,19.463939356133995
american civil war,1.0697345058933625,2292.1498083624874,3.5144807515556615,19.24893762723314
gold,1.0695299217657552,2575.106351195503,3.5609368319122265,19.042802170893577
mexico city,1.0692847090395992,2373.1648911266498,3.397451295152596,19.002999128445275
ufo,1.0692226615124163,2305.2708447996665,3.220866874676863,19.22057446731464
fame,1.0690363204193245,2545.383088082654,3.5212355771039108,18.302037470273486
alien contact,1.0690109836444437,2485.4200059964037,3.229546301994126,19.381455898770398
prostitution,1.0686460753107376,2484.3561882075155,3.602853171601235,19.35392944524958
montana,1.0685495020636773,1662.1390937023987,3.307416045316927,18.633863257381257
godzilla,1.0682491504203533,2404.617765734801,3.293589380778239,19.078931549965105
serious,1.068054247589522,2543.4882882753254,3.507201765403378,19.50568274300451
possessed doll,1.0680082710164158,2036.8650793795355,3.06364087210251,18.49925702178107
teenage daughter,1.0676611090439836,2542.84449846296,3.342074609667525,19.489020991603944
louvre museum,1.0675892168791428,2229.8425043687057,3.180640477652276,18.94429292373434
theft,1.067578735824035,2289.989518377546,3.496404739142445,18.271386272150597
looting,1.0673240588664465,2542.587951614819,3.0036670679135327,19.483850641460062
catastrophe,1.0671157675857557,2542.7570570556536,2.973771801309167,19.481813889596346
helicopter crash,1.0670964129841314,2542.8052416887954,3.3501032257519774,19.4824781699746
rescue operation,1.0668723046445059,2542.6669958256293,3.192142060117697,19.477212932783825
helicopter pilot,1.066863563748021,2542.4783029128853,2.9798757283225585,19.477604701557844
crime scene,1.0667389210054772,2552.57741029335,3.4631926901034897,18.99928775077263
van,1.0666664400310324,2461.682359553063,3.434646608553689,18.376338913296838
mass destruction,1.0665853898592097,2542.4032475764725,2.9664158185185503,19.47306098495452
space station,1.0658369169063941,2654.5517140333445,3.3443023542851322,19.341675219379262
spirit,1.0657259231276384,2527.8214414204604,3.542515647434836,19.34707098314646
chaos,1.065355835190413,2587.6975101060325,3.6464228222594857,19.11948089252206
trapped,1.064813211806166,2528.9485721997344,3.4286599393222885,17.849806663576405
stranded,1.0643138203863924,2505.0086173426103,3.4768547076259133,18.806905797166888
hand to hand combat,1.0637175582788083,2487.0403782568387,3.5743075669986983,19.032455001842735
exploration,1.063692814727247,1900.3961593420386,3.395863174004176,18.61912461991959
astronaut,1.0636207025871276,2643.6756870597424,3.4652285968098457,19.257207983642488
time paradox,1.0636200253155135,2604.335448537412,3.423622132310753,18.489248588427923
teacher student relationship,1.062939412948206,2115.6051465908326,3.6207186199617953,18.371425712979757
parody,1.0621127167517903,2504.790568308747,3.682148225490829,18.818567474097176
donghua,1.061172294361982,1167.3398147244075,3.21638902428298,19.469422397519246
grave,1.0590577660495615,2572.111263514697,3.7071872306289553,19.249933927820535
assassination,1.0586985470376213,2148.5987474526364,3.574786640250881,18.361748408796895
magician,1.0584858126656496,2597.2140033627747,3.473285201364771,19.16969289862624
king,1.0573088151082308,2598.2965900816275,3.6532804355055015,19.23757286369961
gay romance,1.0567800539923524,2033.3843795108216,3.178811188520862,17.824517861582304
mermaid,1.056601880858276,2552.432083220878,3.536936918345607,18.855324584259062
enchantment,1.056598797069426,2619.721937734011,3.3581997211099033,19.29857425009174
coming out,1.0565170367749632,1328.5550460804905,3.4510785304565013,16.27261980213725
gay relationship,1.0564985782079004,1983.1073741266748,3.1381072864055732,17.546442049650096
time,1.0558789992519864,2531.4844306791515,3.6815346207607207,18.950908466956836
animal horror,1.0550484314080566,2522.348656194538,3.2531856476208585,19.07854436857415
calm,1.0549164079620996,2141.8757808439814,3.759175532600355,17.871076540731288
gunfight,1.0544268608068266,2335.30477950548,3.693595322779472,18.379794167297547
magic realism,1.0543302395467862,2522.1716050544856,3.6703413887891885,18.83634891943171
gun,1.053949495563244,2393.13940315335,3.6287504185112143,17.22580411264741
immortality,1.0536162123133657,2563.35479481348,3.62153816008432,18.98004798126513
christmas eve,1.0533261135643641,2171.8877857704997,3.3240380558912133,18.930514448302873
eiffel tower,1.0533249186329876,2280.4145324103056,2.9598699528590187,19.005037271526326
crude humor,1.0529974018715302,2384.3642421288123,3.168566872027556,18.769341664823195
african american history,1.0515478266965381,2273.8719366616956,3.2942624464035264,18.41394345894362
hybrid,1.0515375511880989,2438.0148500289,3.159247151151001,18.95184243224372
mobster,1.0511971749718738,2467.638198514199,3.570491375885768,18.219137317341314
teenage romance,1.0506509893942255,2358.181848992259,3.581402923900993,17.655283845807386
generation z,1.0501283642709462,2033.1775604362117,3.601456267061075,17.98220258677713
cheerleader,1.050070080288789,1914.9106692249368,3.222247192061845,18.37986005226255
futuristic,1.049520193414129,2479.5701682371146,3.512020222552142,18.16030366510494
toxic masculinity,1.0490213187072102,1897.8849038518308,3.4159760986518264,17.618678684819827
cruel,1.0487320796298365,2603.333000795744,3.7439336163949037,18.853829343406268
school life,1.0482127237250394,1159.4747295916627,3.210590402478695,18.543941668218253
one against many,1.048053080642565,2306.63642887478,3.3919464190381423,18.287528383801934
torture porn,1.047736605176132,2010.126462959962,2.7142048599563937,17.435941377303646
showdown,1.0471997131602788,2601.4917028466043,3.525966375964829,18.51762609600887
martial arts master,1.046810231658093,2033.9653433210162,2.9201551006893673,18.664217135504792
straightforward,1.0462823543673623,2407.483168165508,3.694955416134914,18.388900736791108
evil clown,1.046202250976219,1945.4797384245267,3.154625318671557,18.0540776032376
killer clown,1.046202250976219,1940.6907285346133,3.174250688060492,18.05403469063716
evil doll,1.0458663943179547,2252.7166706410035,3.059275901742912,18.18755437801813
nightclub,1.0457024311933603,2516.2797011899997,3.7068135813778564,18.904224550020324
alcohol,1.0456474899219648,2374.9806118663687,3.5053233394888834,17.91496798885478
suffering,1.0440857762410174,2259.185395261908,3.2998151168276406,17.933542526664805
american dream,1.0430507794337913,2242.2692607911163,3.550910628228355,18.13793085593185
poverty,1.0419005323265509,1949.461701796537,3.488213155345869,17.206181320839768
bdsm,1.0388718566088149,2552.693796966819,3.419132985386755,18.943842087192934
undercover cop,1.0383562515322182,2396.56398436958,3.594940141224331,18.510989811876907
brisk,1.0382377270311596,2448.8757571779756,3.6535342144340888,18.75550920282662
afterlife,1.0381188538656165,2452.251245321473,3.6869836935524845,17.799592594619828
thief,1.0373878931177338,2297.7274066179075,3.525392662672132,18.650136968160584
memory loss,1.0369073718439332,2549.77301580389,3.7155070729118753,18.286114702919345
bounty hunter,1.0365616067363195,2566.33569868861,3.68586284574886,18.41097055698796
young adult,1.0364756716225088,2584.6311302876816,3.593771573278865,18.39946734928381
horse,1.0364653857572004,2489.563724897305,3.6106650280767645,18.29961995741964
death match,1.0360352708860308,2622.937353611766,3.4287355085248965,18.8472705220629
age difference,1.0357503347337833,2458.156362893843,3.546346620670542,17.909727605858656
widower,1.0355965781989167,2481.1275660401666,3.532909977572083,17.904032908346753
nonlinear timeline,1.0354067943112903,2527.0905189918,3.767814450632062,17.401661510098297
yakuza,1.0353768383753759,2410.0683212079684,3.3479031275713727,18.069204237722467
animal human friendship,1.0350811136478688,2578.0636763611205,3.468451969069495,18.961346182122014
war crimes,1.0345952534464564,2171.6122571597098,3.523995791860067,18.241028622727388
technology,1.034542209058358,2534.5709932925083,3.50123495895602,18.52522370558611
horrified,1.0344951170756613,2184.514589615012,3.574123579455713,18.658745041059294
addiction,1.0341777630888234,2284.843511681599,3.5551477414454733,17.514352544685337
distressing,1.0338492574557134,2334.410945243583,3.615483185753084,18.055717556445046
black comedy,1.033763140035375,1771.4430842890763,3.3518793968369396,18.250826466461685
dysfunctional family,1.033375709244245,2449.005183595857,3.700939228055905,18.22688358707939
honor,1.0331161061133542,2549.3194225865955,3.6357211151782916,18.44588276138007
war veteran,1.0327602415437658,2282.74695251012,3.587249483187264,17.84834428070077
riot,1.0326041958257681,2028.856150115844,3.485596713090955,18.590738598189727
prisoner of war,1.0325833941848912,2190.836369725642,3.3414530562741276,18.058526264590885
adolf hitler,1.0323944600866832,2389.4444235097067,3.219607381393464,18.3032916546575
christian film,1.0322194491685712,1963.9254115090705,3.514502557143508,18.387714981635224
rebellion,1.032047139586731,2539.7165561891734,3.5205419878166024,18.9688703462636
1920s,1.031981124093227,2566.90275135019,3.6811694980427285,18.578304910599883
prayer,1.0317875481240317,2256.2587601151804,3.5695470561543394,16.946649930006203
evil child,1.0317577229713149,2071.900889789311,3.5117128908812383,18.34486936532344
lie,1.0317197280972807,2380.3852029956442,3.6641891792022188,18.554100196419782
scathing,1.0314540594968329,2225.1624066033078,3.596107231729372,18.554241636985584
basque country,1.0314527217282623,1419.3356418996977,2.5026376003291415,18.08315305411949
ronin,1.0312302036098528,1814.3273767305545,2.9830927103803964,17.542899140221376
canada,1.0311604475767455,2239.441788792286,3.496790144842917,17.881162858796102
authoritarian,1.0311063209335107,2485.1422805567568,3.7324062324892537,17.894069252186362
private investigator,1.0310713956834363,2192.537791954297,3.3571744800830863,18.211496364516815
edo period,1.0310580519746564,1246.8690859984047,3.176317846241215,17.013319699405276
shinsengumi,1.0309812838903232,996.1319196149265,3.241141622170719,17.674269221670972
single,1.0309696672392181,2329.122113226195,3.547755046544116,18.594774969654345
golf,1.0309093828096152,2133.862701522568,3.4248769776134207,17.94008547948122
hiroshima,1.0308644270949514,1579.8710454329034,3.100401701271037,17.814063664321473
wraith,1.030789750481726,2708.856305006259,3.4098941944769887,19.227215575748843
hero's journey,1.030789750481726,2708.856305006259,3.4794606632210154,19.227215575748843
combat,1.0306274285346775,2553.652564329638,3.739677627713823,18.82404744887507
letter,1.0305568602847484,2417.339507480469,3.695293299661271,18.291800892197454
vietnam war,1.0303704868819037,2007.2725870279774,3.4628296672041596,17.726277818848107
seduction,1.0303227055956123,2260.4310448084284,3.4499965266973986,18.41460133962477
self-harm,1.0302564869195887,2403.5591089586055,3.5926818288847477,18.267287683537234
furious,1.0301838034398467,2412.873982081984,3.5079801061154856,18.627552303974475
villainess,1.03010469746815,2502.2925658510676,3.3467612277926775,18.83863549761608
jason bourne,1.0298813989678812,2532.7106691807307,3.3206189119667893,18.865052381143283
lyrical,1.0298617416580382,2224.402211282166,3.5594149359066316,18.242683651512852
bully,1.0298198903343816,2214.3786800101293,3.421140749954303,17.984102463241673
fire,1.0297529422410363,2421.3669896862434,3.660191987785856,18.523971399255526
wall street,1.029685286168031,2646.8528845678306,3.4820413769105025,18.563063051850982
delhi,1.0294596937278593,1326.0043485737124,3.2507315320791923,18.256917869224257
moral dilemma,1.0294347296358495,2486.1806736637054,3.7009269144971277,17.200176562208025
single father,1.0293512237073847,2605.1868096219946,3.7603402361608644,18.236049738837686
deception,1.0292747373840336,2435.07149209578,3.537490055765835,17.865962248614323
young love,1.0292400106002484,2117.1858555404456,3.5487988573999774,17.704217174692214
modest,1.029070905862965,2557.043526345776,3.5144624252492482,18.983344867890537
poison,1.0290352312960345,2391.986160453083,3.508285685736588,18.771064980630772
paranoia,1.029024938810044,2511.8042175079386,3.702621247703784,17.769773331272056
desire,1.0290112457935503,2438.234337137852,3.3653788891896017,18.39477141349672
millennium,1.0289657356338238,2273.3083132119273,3.3027958999871507,18.470719374729484
fraud,1.028719216300944,2620.1833569836344,3.5615967092427265,18.62955412847874
novelist,1.0287061720548487,1888.8450946004632,3.3835522769697404,17.480193661290553
forceful,1.0286846663386644,2264.2893440317243,3.629667050028476,17.04654896936121
courtroom,1.0285822915162945,2186.4027252552587,3.578130551344131,18.120075775578297
domestic abuse,1.0285129899313716,2306.9980898399835,3.6364482561436335,18.668918730178966
traumatized woman,1.02846313710814,2330.6851301461975,3.308360547754668,17.292038240289763
vampire human love,1.0284628358571395,2585.5139089037507,2.873860881739329,19.03349883308682
great depression,1.0284583174015653,2218.9019522291564,3.450846780080593,18.323790949778807
tree,1.028455812001878,2342.3129171667497,3.5152225125129988,18.298645245612807
cheating,1.0284344675720902,2537.826623688535,3.6239544461277884,18.08772101832053
catholicism,1.0283299852295116,2472.7327153191927,3.50721781535377,18.907806238126273
talking to animals,1.0282511242343813,2393.6116465362284,3.1141911622463008,18.94243685727806
genius,1.0281983691551064,2400.5647800474444,3.5722593273099705,18.221217994816982
folk horror,1.0281679223478812,2172.0332565350204,3.3894167620025955,17.49923199813508
u.s. senator,1.0281570068967898,2198.990302317418,3.2349354570008644,18.20176263107241
recluse,1.028147022531822,1852.1709123029398,3.3604003498317723,17.77388614130412
giant spider,1.028137606116542,2652.918635115222,3.476760413820706,18.92484755013839
plague,1.028125808504061,2405.338762065917,3.4991442883113404,18.142678957773963
aging,1.0281237387642272,2269.9780619054636,3.490997143656578,17.11982218196191
father figure,1.0280101864344686,2311.785655340178,3.5102103203696107,18.273435646623913
symbolism,1.0280021876605916,2378.153873894103,3.5615499884070663,18.075314307318287
homelessness,1.0279535037515939,2230.7417340182556,3.3767356323685083,18.05620514886241
secret mission,1.0279179605984299,2559.1058113159465,3.419214401280796,18.796218837211903
reincarnation,1.0278877465050613,2552.02759011298,3.6552206020298827,18.668145106509648
bow and arrow,1.027887725150799,2632.743211605345,3.431483986612658,18.659216559544685
humanity,1.0277915481682909,2318.974489503111,3.44248550305591,18.05796948533041
warlord,1.0276983263587758,2220.0823030671677,3.348849953808379,18.38416555262211
tragic love,1.0276857059483537,2046.2844142309937,3.470262272743726,17.578877568146265
tiger,1.027656014674568,2408.8867944645185,3.3897354515593996,18.85791538379982
north carolina,1.0276363113579772,1793.486997689413,3.4476811202891153,18.337486686956716
wry,1.0276199453982204,2485.078741809005,3.602948641313378,18.528078542096466
romantic drama,1.0276153892889548,1405.9402781472622,3.3624807113345327,17.71303064666841
investigator,1.0276073974890156,2411.9525196861905,3.307631456092069,18.73969355548028
maine,1.0275059775022548,2570.917280669067,3.3571165520498685,18.877435433617343
pipeline,1.027482360008534,2293.2215902158746,3.435041774951613,17.863387543592644
edinburgh,1.0274640525549643,1871.6830233747596,3.094869425068503,17.164094378365178
cold case,1.0274330863645627,2149.123472818384,3.266827366631314,17.65187941600351
9/11,1.027429623309531,2469.282973491643,3.4320984473655867,18.69146932193268
sisters,1.0273954757701385,2438.056561201274,3.5519665834311036,18.3644572575575
victorian era,1.0273610401952293,2486.4203591972914,3.3908829023647065,18.318994390668784
adaptation,1.027306596897269,1782.1797223561014,3.502562923828351,17.7515765326344
miracle,1.0272894174710328,2190.546029767179,3.4188685024399526,18.303642401989357
voiceover,1.0272446255727987,2517.1475375555797,3.301332933885736,18.10840558335176
chinese mythology,1.0272101822268873,728.6465490113205,3.1327743996732957,18.739342127308998
victorian england,1.027122333645979,2224.428520167521,3.2601321440078204,18.34666161318299
governess,1.027116750942964,1115.9779837974484,3.092906258964275,18.235444516578013
incredulous,1.0270932647813502,2517.0944464114823,3.486599521973598,18.75208406943404
oregon,1.0265483923564072,1913.8307597632092,3.2966069711253803,18.02940773044289
vacation,1.0261790165028102,2049.6992371614524,3.5174650366863043,18.29847536083895
chipmunk,1.0257732962186028,2230.670397871161,2.720830353412282,18.890771870627926
spoof,1.0254453688004863,2333.9984650963984,3.1913468436336663,18.4514783410924
billionaire,1.0245540601485918,2521.022543795876,3.4517384376366502,18.528140615990292
baby,1.0234586274763322,2103.783605401608,3.440967296861419,17.707914176805552
sinister,1.0232379652953454,2532.5840827126094,3.64099857271534,18.854127679069936
singing,1.0231454390856036,2374.171006351868,3.6694182293789255,18.596493825600188
undercover operation,1.0230772406209505,2494.4099874182016,3.3911711499058477,18.808490807833266
alien planet,1.0227488860051788,2631.742454556839,3.4706233957743016,18.979688328146477
cop,1.0227474612813465,2343.6022007524857,3.570249679886971,18.51542666806069
vindictive,1.0225832460384732,2402.1012552844268,3.6409857388273035,18.449584053758365
big family,1.0223872627419086,2285.721385803455,3.4098382451793383,18.214632425116267
guns,1.0223176170422634,2598.0034355631396,3.565123644860374,18.824218977342653
pittsburgh,1.021828364870116,2367.9135206540236,3.4912101072558603,17.777392796349673
hard,1.0215471098572264,2441.807798016842,3.6399199283548596,18.415181134592636
pseudo-documentary,1.0214444076212592,2255.386489015629,3.269261958288615,18.050567184969594
mole,1.0213541834693949,2525.0101543544088,3.5119202235706353,18.6413899435346
impersonation,1.021340985129166,2073.566321072035,2.942081304930682,18.308583364476515
mockumentary,1.0212786177890945,1874.7117059553125,3.254940729770565,17.032101091484073
workaholic,1.0212643188736623,1989.98765182068,3.3581436924535506,17.949883613545396
ghoulish,1.0212516710820083,2315.2254802961497,3.6512821793236316,18.72372459819144
prison escape,1.0211293545593136,2562.4004102457056,3.5796244071514716,18.90387316194574
wilderness,1.0211145941966853,2536.535653985225,3.6074723316168535,18.158814375757775
shark attack,1.0210493383434533,2116.6817959051964,3.108899622373051,18.034051355428673
audition,1.0206408761254673,2484.50482545381,3.658855820223662,18.858529255606722
kgb,1.0201660749419745,2466.5525452132856,3.2936440543587877,18.497991692017187
death of mother,1.02013488355465,2246.2065435981312,3.6212002878193768,17.904364504171408
feminism,1.02008431534586,2525.184592559008,3.48459813659901,18.33592646748655
toy comes to life,1.0198806087927657,2582.7152770539287,3.163200733896488,18.9015616927344
mind control,1.0191423845156649,2281.8337170324503,3.368022296432677,18.396763457972295
action,1.0190417323137384,2451.004668262694,3.4689965096674573,18.670703489503335
erotic thriller,1.0189228818078906,2019.6098299320174,3.4821686800088765,17.925669236167085
demonic,1.0189017298699787,2467.5737721590385,3.4389507313502445,18.72954037221726
hopeless,1.0188511296402503,2226.4445414863135,3.529447826806254,18.64885348325554
movie business,1.0187497486474337,2408.909021683855,3.5718257287050426,18.119086868181892
brother,1.0186577292899432,2209.2446442602936,3.4847516472544506,17.93405103904213
spaceship,1.018633724975762,2220.0835161426653,3.307725643697299,18.409621552593148
self-referential,1.0185747112061194,2225.8560957725126,3.2468937634872126,18.444370186880743
greece,1.0185018202942964,2225.859375843973,3.459908275739057,18.277613926852496
alien monster,1.0182729623687854,2392.0246042970384,3.2894693573254767,18.702640714414617
jail,1.0182526948774577,2443.527279673055,3.5241220842421215,17.84481899915392
sibling rivalry,1.018118653991837,2164.2993585368104,3.2847104891567174,18.311812259186674
fugitive,1.017958148524272,2554.774048443495,3.5370815935337547,18.33858548831764
computer hacker,1.017652972362472,2423.7543428724753,3.319971983466581,18.703908283937054
girls' school,1.0174409561372058,1790.6961679776857,3.0848398338926217,18.302192231649453
alternate dimension,1.0172533923619074,2488.928803194414,3.4704247213802755,18.44986971557126
home,1.0172523456852884,1895.7133278979297,3.3220374657550935,18.228074031778945
satellite,1.0171802986093623,2488.840536345569,3.0350006299837435,18.78989752222285
handgun,1.0170373383763174,2304.0952230847342,3.256868242944285,18.35352826799811
anthropomorphic animal,1.0170179167064832,1907.786781960185,3.278842999298254,18.480595796585707
nuclear weapons,1.0169818322773696,2546.528919983856,3.53745790964398,18.92071231396064
genetic engineering,1.0169735676473264,2585.7129086832315,3.1278552402938407,18.773723362725065
split personality,1.0169680920488935,2688.0207386066963,3.5236219035965313,18.899839256517943
theme park,1.0168867375101864,2520.933751574466,2.9647330621687233,18.675704563295763
personification,1.0168681389942404,2552.9069710170634,3.354389937850941,18.991667561921634
ancient evil,1.016737477494334,2413.687302939434,3.2367994330830396,18.707179923854138
second part,1.0167314253420336,1661.9070050039431,2.815668607459741,17.443902804983335
cia agent,1.0166723894434446,2233.1578786481136,3.1310625158810628,18.001094719279155
ghetto,1.01664457998245,2323.142576996858,3.6626661639727387,17.939817107904968
predator,1.0162550214037724,2354.1108811906975,2.765725442726982,18.39576433285252
partner,1.0159154205156251,2538.5140035030167,3.5804598767387312,18.21155907335716
ransom,1.0158110591435812,1420.7388562338567,3.091629333695323,17.303232730432953
space marine,1.0155353015911603,2414.4712207242055,3.342890465363669,18.488746047157377
ex soldier,1.0150528613578405,2359.390135900187,3.5075343279355224,17.59594505275496
paranormal,1.0149609081454305,2168.762410488349,3.49390855184479,18.20466014181083
ritual,1.0148601113719007,2335.8165201644497,3.41654600239871,18.024274865672417
celebrity,1.014808246927283,2418.3430181964463,3.4829011768629248,17.992076162953023
boxer,1.0142937860565326,2285.4484838918047,3.4409430364163005,17.731197355332736
extortion,1.0142114351894385,1891.4108958677698,3.133059636376588,16.808538389779383
neo-western,1.014184053383105,2492.5991005718506,3.547916240063669,17.667974619015165
narration,1.0141243239855802,2547.214869919253,3.5593931587385974,18.152727541501473
school friend,1.0140022540712248,2675.2558121028615,3.53090784115101,18.54961126415533
nun,1.013809766227468,2239.7531774955946,3.3919316248049896,18.419404541316077
confession,1.0135683525831285,2195.792579044657,3.5355142053913244,17.457170342770716
ex-con,1.0135563710477034,2366.984459613446,3.4381059932940325,16.634655404615696
confusion,1.0134427767729581,2494.126823225154,3.500893882714053,18.234446076884822
twins,1.0132553402485531,2377.854414259351,3.6313191465342745,17.957838592717298
stalker,1.0132343602243585,2150.7964996304777,3.425919111812772,18.11499567820821
violent death,1.01322390999454,2051.755153051155,3.3094291770391173,17.17408492007212
police officer,1.0130310943732697,2218.243378784202,3.6214621046405298,18.053081890617296
bride,1.0127717634533082,2261.2204707200144,3.2640669623519125,18.010744624031716
satanic cult,1.0127607870436337,2364.781131236296,3.4597803919713996,18.11519144566334
loner,1.0127531290268719,2382.7973304977027,3.4868734693115075,17.467276169245654
dubious,1.0123659145265267,1900.8569926766434,3.37565892148975,17.732997180251814
thanksgiving,1.0123439408673556,1629.5515674019014,3.2529998613738256,17.548199921252152
elevator,1.0123101238035006,2305.7380011435835,3.13257777485171,17.855859795500333
